"gene_symbol","ensembl_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","in_ECM","in_VEGF","in_IGF","in_NFKB","in_EMT","pathway_count"
"LRRTM4","ENSG00000176204",21.8132357739451,-1.85627977013907,0.260480128510459,-7.12637766555974,1.0304473852527e-12,3.43375123481605e-10,FALSE,FALSE,FALSE,FALSE,FALSE,0
"KCND2","ENSG00000184408",31.6867016540862,1.69758342570503,0.238414825362596,7.1202930569575,1.07697823658533e-12,3.51556467228212e-10,FALSE,FALSE,FALSE,FALSE,FALSE,0
"MT2A","ENSG00000125148",52.0164478410107,0.999250842791416,0.142453939805143,7.0145539264007,2.30683742739282e-12,7.09574320214389e-10,FALSE,FALSE,FALSE,FALSE,FALSE,0
"CD9","ENSG00000010278",28.5236314840267,1.25285856796205,0.180364025324585,6.94627748359124,3.75050736932834e-12,1.11091417356309e-09,FALSE,FALSE,FALSE,FALSE,FALSE,0
"IL4R","ENSG00000077238",79.9509533484744,0.951722805717582,0.139636315683058,6.81572555865603,9.37891916640407e-12,2.67885378690416e-09,FALSE,FALSE,FALSE,FALSE,FALSE,0
"KCNMB2","ENSG00000197584",101.28858735782,-1.39121289484564,0.206162926369372,-6.74812353193447,1.49769412858771e-11,4.13027889426904e-09,FALSE,FALSE,FALSE,FALSE,FALSE,0
"CDK8","ENSG00000132964",152.803552543353,-0.541468815997804,0.0808677273409193,-6.69573430343972,2.1459131259559e-11,5.72064674161078e-09,FALSE,FALSE,FALSE,FALSE,FALSE,0
"NTRK2","ENSG00000148053",12.861683205305,2.292805917693,0.355716707830561,6.445595236941,1.15147592439967e-10,2.97062216302786e-08,FALSE,FALSE,FALSE,FALSE,FALSE,0
"ADAMTSL1","ENSG00000178031",36.8715353385167,1.32214437750267,0.205841297272074,6.42312497552472,1.33504794990811e-10,3.38953840615558e-08,FALSE,FALSE,FALSE,FALSE,FALSE,0
"LMNA","ENSG00000160789",96.2594161008332,0.839762740882081,0.131092925364722,6.40585858119898,1.49525513928048e-10,3.73696968012363e-08,FALSE,FALSE,FALSE,FALSE,FALSE,0
"NEK6","ENSG00000119408",29.4378728956513,1.3592809656971,0.212340316537219,6.4014266714105,1.53931739210033e-10,3.78790487486843e-08,FALSE,FALSE,FALSE,FALSE,FALSE,0
"FLRT2","ENSG00000185070",66.0532626476891,0.682306483667356,0.107916429586985,6.32254501264227,2.57290040241665e-10,6.14231969203796e-08,FALSE,FALSE,FALSE,FALSE,FALSE,0
"EYA2","ENSG00000064655",37.5461538035982,1.03867389239313,0.164485997006985,6.31466453858089,2.70748126171278e-10,6.36855335016115e-08,FALSE,FALSE,FALSE,FALSE,FALSE,0
"PREX2","ENSG00000046889",114.397604263015,-0.567337495186141,0.0905672562553003,-6.26426722685373,3.74582638441204e-10,8.68325985777834e-08,FALSE,FALSE,FALSE,FALSE,FALSE,0
"SCN7A","ENSG00000136546",297.131880842622,-0.772491305358649,0.123457302960356,-6.25715358132122,3.92067273238071e-10,8.95873719348992e-08,FALSE,FALSE,FALSE,FALSE,FALSE,0
"NAV2","ENSG00000166833",113.671065336865,0.906502802868979,0.145025823340065,6.25063028081116,4.08799563062017e-10,9.209505649545e-08,FALSE,FALSE,FALSE,FALSE,FALSE,0
"GMFG","ENSG00000130755",3.52992628538372,2.42699555786825,0.392100204309432,6.18973295906,6.02662247298678e-10,1.33883092299199e-07,FALSE,FALSE,FALSE,FALSE,FALSE,0
"STK10","ENSG00000072786",38.2769029376009,1.02827720818349,0.168738250061492,6.09391888210745,1.10179506982331e-09,2.28872884958752e-07,FALSE,FALSE,FALSE,FALSE,FALSE,0
"IQGAP2","ENSG00000145703",37.0633559091591,0.899621026617898,0.147858971836972,6.08431815425993,1.16988094554718e-09,2.39900586205476e-07,FALSE,FALSE,FALSE,FALSE,FALSE,0
"PLCH1","ENSG00000114805",31.1264708008721,-1.74628623327683,0.290216753595336,-6.01717926909129,1.77482496690138e-09,3.54854066819845e-07,FALSE,FALSE,FALSE,FALSE,FALSE,0
"HEYL","ENSG00000163909",86.07475835495,-0.770494802709292,0.129199932807123,-5.96358516578743,2.46762742162377e-09,4.75538561552678e-07,FALSE,FALSE,FALSE,FALSE,FALSE,0
"CLSTN2","ENSG00000158258",70.1265399746805,-0.790613294100701,0.132711484303827,-5.95738415743047,2.56307269402196e-09,4.88051758820014e-07,FALSE,FALSE,FALSE,FALSE,FALSE,0
"PLIN2","ENSG00000147872",43.6577409315077,0.645363346424303,0.108723710385126,5.93581054342485,2.92397298450313e-09,5.32007934089423e-07,FALSE,FALSE,FALSE,FALSE,FALSE,0
"PVT1","ENSG00000249859",107.921504388505,1.48973901340786,0.25147975627454,5.92389238592039,3.14409247739618e-09,5.62760583077001e-07,FALSE,FALSE,FALSE,FALSE,FALSE,0
"PIGF","ENSG00000151665",25.9066313033414,0.965800707053417,0.163066974692896,5.92272413756563,3.16651781662583e-09,5.62760583077001e-07,FALSE,FALSE,FALSE,FALSE,FALSE,0
"PLA2G5","ENSG00000127472",249.424304532783,-0.606347607078543,0.102496936404262,-5.91576322522485,3.30340140869569e-09,5.80636324528435e-07,FALSE,FALSE,FALSE,FALSE,FALSE,0
"SLC39A14","ENSG00000104635",63.2962692722317,0.764949320766559,0.129945701897302,5.88668428118622,3.94020375750824e-09,6.85038685884178e-07,FALSE,FALSE,FALSE,FALSE,FALSE,0
"SEPTIN9","ENSG00000184640",65.2188733828998,0.980572958339808,0.168209212907296,5.82948425589639,5.55989420039997e-09,9.56242018660189e-07,FALSE,FALSE,FALSE,FALSE,FALSE,0
"CD55","ENSG00000196352",45.3143884598998,1.09300264301524,0.189890284121728,5.75596928547736,8.61460491202277e-09,1.45042742702952e-06,FALSE,FALSE,FALSE,FALSE,FALSE,0
"RASA3","ENSG00000185989",71.984003631724,0.620527021004093,0.108369017433912,5.72605561716493,1.02792533911251e-08,1.71267352074007e-06,FALSE,FALSE,FALSE,FALSE,FALSE,0
"PCBP3","ENSG00000183570",41.3902054946754,1.73628918059706,0.303420074808609,5.72239388475622,1.05033448132348e-08,1.73196907513083e-06,FALSE,FALSE,FALSE,FALSE,FALSE,0
"ACSM1","ENSG00000166743",45.0950903520228,-2.15979739030084,0.378119461057543,-5.71194453800449,1.11692492719809e-08,1.80456709197307e-06,FALSE,FALSE,FALSE,FALSE,FALSE,0
NA,"ENSG00000174899",29.685725081461,-1.23013157055707,0.215581297786623,-5.70611450616013,1.15584256469596e-08,1.84877018223119e-06,FALSE,FALSE,FALSE,FALSE,FALSE,0
"SGIP1","ENSG00000118473",131.631720714401,-0.63481221217216,0.111342658262326,-5.70142856367347,1.18807523186261e-08,1.88151122115272e-06,FALSE,FALSE,FALSE,FALSE,FALSE,0
"SH3RF3","ENSG00000172985",73.7877884806965,0.526228517313927,0.0923869602716769,5.69591764645658,1.22710102204077e-08,1.9242628281904e-06,FALSE,FALSE,FALSE,FALSE,FALSE,0
"MAMLD1","ENSG00000013619",11.9570153380488,1.3376057810434,0.234965003774558,5.69278726429741,1.24982072164525e-08,1.94086237307921e-06,FALSE,FALSE,FALSE,FALSE,FALSE,0
"THUMPD1","ENSG00000066654",46.4730805801482,-0.830374751204749,0.146769970303295,-5.65766109708144,1.53449760803257e-08,2.33755135623628e-06,FALSE,FALSE,FALSE,FALSE,FALSE,0
"ADAMTS9-AS2","ENSG00000241684",90.0972752419952,-0.712178164114552,0.127194699351932,-5.5991182631286,2.15444790125841e-08,3.16150405326865e-06,FALSE,FALSE,FALSE,FALSE,FALSE,0
"KCNN3","ENSG00000143603",28.6390373306635,-1.15083116887839,0.205738265113162,-5.59366614783791,2.22324267266689e-08,3.2327969590279e-06,FALSE,FALSE,FALSE,FALSE,FALSE,0
"CTSC","ENSG00000109861",46.2713705833347,0.870396804669539,0.156283631165344,5.56934080798701,2.55704892776219e-08,3.65178549996038e-06,FALSE,FALSE,FALSE,FALSE,FALSE,0
"MIF","ENSG00000240972",20.3489973864665,1.30703440909976,0.235732960963561,5.54455517699877,2.94702394307839e-08,4.17147327164061e-06,FALSE,FALSE,FALSE,FALSE,FALSE,0
"TNFRSF1B","ENSG00000028137",13.2267132696504,1.38693523273612,0.250597267814258,5.5345185717033,3.12084363982562e-08,4.37876263324655e-06,FALSE,FALSE,FALSE,FALSE,FALSE,0
"PAPLN","ENSG00000100767",25.9115513239577,0.96315668395261,0.174311449866162,5.52549293056842,3.28561808373402e-08,4.56986619559354e-06,FALSE,FALSE,FALSE,FALSE,FALSE,0
"CNTNAP2","ENSG00000174469",58.0472727913286,1.57378827355611,0.285578440265206,5.51087915493407,3.5704580373435e-08,4.88115182113755e-06,FALSE,FALSE,FALSE,FALSE,FALSE,0
"C1QTNF1","ENSG00000173918",36.2526159085425,1.03533161575182,0.189186488514438,5.4725452323875,4.43617479468102e-08,5.96274082696832e-06,FALSE,FALSE,FALSE,FALSE,FALSE,0
"ELOVL5","ENSG00000012660",47.9387702074131,0.591213681395336,0.10891002174867,5.42845985982512,5.68424261532941e-08,7.5766217193495e-06,FALSE,FALSE,FALSE,FALSE,FALSE,0
"FLNB","ENSG00000136068",34.8042649541691,1.06725820063939,0.197523057954783,5.40320817068207,6.54594158537071e-08,8.58215866049217e-06,FALSE,FALSE,FALSE,FALSE,FALSE,0
"ACSM3","ENSG00000005187",198.097379020411,-1.84114517511264,0.343501253163289,-5.35993728744105,8.32508463344328e-08,1.08259942042216e-05,FALSE,FALSE,FALSE,FALSE,FALSE,0
"CMIP","ENSG00000153815",54.2448008299718,0.902131062853326,0.168744855603652,5.34612483222748,8.98572471844558e-08,1.1498133349723e-05,FALSE,FALSE,FALSE,FALSE,FALSE,0
"SNTG1","ENSG00000147481",12.1821625913354,-1.50011263130735,0.280916919774566,-5.34005795204926,9.2916874575203e-08,1.17952810224633e-05,FALSE,FALSE,FALSE,FALSE,FALSE,0
"NDRG1","ENSG00000104419",57.4696367087927,0.508034595537582,0.0952715733203866,5.33248877741447,9.68757583597215e-08,1.22010059445964e-05,FALSE,FALSE,FALSE,FALSE,FALSE,0
"CSMD2","ENSG00000121904",23.994254673902,1.16063222123544,0.21804359089068,5.32293664993502,1.02105311515452e-07,1.27591754507004e-05,FALSE,FALSE,FALSE,FALSE,FALSE,0
"GSE1","ENSG00000131149",82.9156064765347,1.3949645775199,0.262300945356051,5.31818356821534,1.04808300426461e-07,1.2995416785436e-05,FALSE,FALSE,FALSE,FALSE,FALSE,0
"CPXM2","ENSG00000121898",11.4695453198296,1.55065082862469,0.291916651286045,5.3119642945795,1.08449855451408e-07,1.33390371513859e-05,FALSE,FALSE,FALSE,FALSE,FALSE,0
"HAS2","ENSG00000170961",48.958325789352,0.758007029620515,0.142733944623974,5.31062902813656,1.0924750652276e-07,1.33390371513859e-05,FALSE,FALSE,FALSE,FALSE,FALSE,0
"MTHFD1L","ENSG00000120254",95.9318010314783,0.674938318551427,0.127360196661505,5.29944469499576,1.16155412810317e-07,1.39692167511355e-05,FALSE,FALSE,FALSE,FALSE,FALSE,0
"LCP1","ENSG00000136167",3.75406093153049,2.54061653435257,0.480017678458713,5.29275618037699,1.20486512674961e-07,1.43819535092239e-05,FALSE,FALSE,FALSE,FALSE,FALSE,0
"GASK1B-AS1","ENSG00000248429",99.905944718207,-0.612230711946207,0.116013659856629,-5.27722953230515,1.31151570134302e-07,1.54247747374865e-05,FALSE,FALSE,FALSE,FALSE,FALSE,0
"HIF1A","ENSG00000100644",109.763426913455,0.552445037083409,0.105099137772749,5.25641835690351,1.46887939897255e-07,1.69026805658748e-05,FALSE,FALSE,FALSE,FALSE,FALSE,0
NA,"ENSG00000242759",101.469882429289,-0.537315433252059,0.102465709105698,-5.24385609528933,1.57254866770203e-07,1.78389474751021e-05,FALSE,FALSE,FALSE,FALSE,FALSE,0
"RBM47","ENSG00000163694",42.1799843410376,1.01942980412161,0.194871804518097,5.23128426219781,1.68336415178743e-07,1.86982011165555e-05,FALSE,FALSE,FALSE,FALSE,FALSE,0
"STUM","ENSG00000203685",14.9181612274445,-1.46485363122,0.28000988380189,-5.23143544553019,1.68198774089831e-07,1.86982011165555e-05,FALSE,FALSE,FALSE,FALSE,FALSE,0
"FREM1","ENSG00000164946",112.910072967245,-0.750327608496676,0.143794132822391,-5.2180683159267,1.80798783439872e-07,1.98073735693202e-05,FALSE,FALSE,FALSE,FALSE,FALSE,0
"KITLG","ENSG00000049130",18.1908841759275,1.25353432659397,0.240533938309408,5.21146552292967,1.87354664480791e-07,2.0385971825648e-05,FALSE,FALSE,FALSE,FALSE,FALSE,0
"H19","ENSG00000130600",34.5903771255309,1.25077665075238,0.240679824730486,5.19684876849568,2.02695128168755e-07,2.16140571670615e-05,FALSE,FALSE,FALSE,FALSE,FALSE,0
"DUBR","ENSG00000243701",57.4379182037423,-0.784449858050238,0.150941371982881,-5.19705000521133,2.02475911698694e-07,2.16140571670615e-05,FALSE,FALSE,FALSE,FALSE,FALSE,0
"NABP1","ENSG00000173559",28.8389129733355,1.10387827751992,0.212628879742546,5.19157265398993,2.08525185418811e-07,2.19431601366703e-05,FALSE,FALSE,FALSE,FALSE,FALSE,0
"PLEKHA4","ENSG00000105559",42.6349242982339,0.607702813780191,0.117315471969312,5.18007389459387,2.21798020670415e-07,2.28881247782148e-05,FALSE,FALSE,FALSE,FALSE,FALSE,0
"RGL3","ENSG00000205517",40.8143724496082,-0.73707009401689,0.143211559764465,-5.1467220609085,2.65077628974107e-07,2.68349156673471e-05,FALSE,FALSE,FALSE,FALSE,FALSE,0
"CORIN","ENSG00000145244",37.1310726391967,-0.712985882451181,0.138988133112618,-5.12983278848323,2.89999662637226e-07,2.89037689702612e-05,FALSE,FALSE,FALSE,FALSE,FALSE,0
NA,"ENSG00000276107",10.4686116415961,1.53968955024147,0.30040251384997,5.12542165679227,2.96872592723657e-07,2.93115871642895e-05,FALSE,FALSE,FALSE,FALSE,FALSE,0
"FMN1","ENSG00000248905",49.1463323917312,0.750653966742136,0.146590133343975,5.12076733691702,3.04294894151345e-07,2.98601032635016e-05,FALSE,FALSE,FALSE,FALSE,FALSE,0
"PTGFR","ENSG00000122420",21.2808048836044,0.648959631018688,0.127518065234177,5.08915838573089,3.59656131025918e-07,3.48648473682397e-05,FALSE,FALSE,FALSE,FALSE,FALSE,0
"TNFAIP8L3","ENSG00000183578",7.41204898987994,1.90589408959645,0.375549185686157,5.07495199627245,3.87593838979009e-07,3.71231344578997e-05,FALSE,FALSE,FALSE,FALSE,FALSE,0
"CTIF","ENSG00000134030",80.0875760197374,0.758647428366447,0.149593393785758,5.07139659825454,3.94906816600412e-07,3.74847447216489e-05,FALSE,FALSE,FALSE,FALSE,FALSE,0
"DOCK10","ENSG00000135905",49.4389518220611,0.691765868020722,0.136493027167012,5.06814071296317,4.01720393491812e-07,3.77971629053031e-05,FALSE,FALSE,FALSE,FALSE,FALSE,0
"AEBP1","ENSG00000106624",61.1432630580412,1.45222177194255,0.286659557865764,5.06601552990112,4.06228789554048e-07,3.79978332685205e-05,FALSE,FALSE,FALSE,FALSE,FALSE,0
"ADAMTSL3","ENSG00000156218",195.268851584357,-0.747830874962919,0.147752195953118,-5.06138585716997,4.16219892943092e-07,3.8706030160609e-05,FALSE,FALSE,FALSE,FALSE,FALSE,0
NA,"ENSG00000268555",7.64584766304515,-1.56600376537789,0.311103979033693,-5.03369892677681,4.81105073279865e-07,4.44813621220315e-05,FALSE,FALSE,FALSE,FALSE,FALSE,0
"LMOD1","ENSG00000163431",11.1903673265892,1.50712949431722,0.30137073166402,5.00091527135232,5.70587858372564e-07,5.18554136060748e-05,FALSE,FALSE,FALSE,FALSE,FALSE,0
"PTPRQ","ENSG00000139304",5.12853548989368,2.43558238598401,0.489335242382834,4.97732878205104,6.44677645270887e-07,5.77477765189155e-05,FALSE,FALSE,FALSE,FALSE,FALSE,0
"AMPH","ENSG00000078053",37.8048608347696,-0.799214015174997,0.160586139400776,-4.97685552537253,6.46255204556791e-07,5.77477765189155e-05,FALSE,FALSE,FALSE,FALSE,FALSE,0
"FAT1","ENSG00000083857",57.4400019195094,0.621145290172101,0.125124396124621,4.96422208146727,6.89769800779009e-07,6.12937109081125e-05,FALSE,FALSE,FALSE,FALSE,FALSE,0
"MAMDC2","ENSG00000165072",139.325180698619,-0.986775898548459,0.199016363217739,-4.95826515264401,7.11254479328109e-07,6.28536762257077e-05,FALSE,FALSE,FALSE,FALSE,FALSE,0
"MYOF","ENSG00000138119",121.317464558911,0.595643889130072,0.120893327706233,4.9270203776462,8.34930501903437e-07,7.32709198146484e-05,FALSE,FALSE,FALSE,FALSE,FALSE,0
"APCDD1","ENSG00000154856",63.2007747847744,-1.05092454173659,0.213332262987721,-4.92623350551097,8.38298113540522e-07,7.32709198146484e-05,FALSE,FALSE,FALSE,FALSE,FALSE,0
"ADAM22","ENSG00000008277",22.952475783765,-0.928521395779482,0.188564889556528,-4.92414785150726,8.4728758709509e-07,7.35819695408671e-05,FALSE,FALSE,FALSE,FALSE,FALSE,0
"HK2","ENSG00000159399",11.0193036377762,1.51208675066075,0.307722030595128,4.91380726864567,8.93245620763758e-07,7.68143209898726e-05,FALSE,FALSE,FALSE,FALSE,FALSE,0
"ZNF331","ENSG00000130844",53.4112239122798,0.822276056639072,0.167825264821314,4.89959636002698,9.60337425615125e-07,8.127300064928e-05,FALSE,FALSE,FALSE,FALSE,FALSE,0
"ADGRL3","ENSG00000150471",159.257286403922,-0.695227594092039,0.141997433520552,-4.89605746283728,9.77784851507912e-07,8.23140457887845e-05,FALSE,FALSE,FALSE,FALSE,FALSE,0
"ERI2","ENSG00000196678",26.2829971239633,-0.840826382529558,0.171915606313353,-4.89092526595272,1.00363068303017e-06,8.31765428759982e-05,FALSE,FALSE,FALSE,FALSE,FALSE,0
"SLC22A15","ENSG00000163393",53.5541439130998,-0.615407194143405,0.125814867014899,-4.89137101794599,1.00136004293654e-06,8.31765428759982e-05,FALSE,FALSE,FALSE,FALSE,FALSE,0
"SLC7A1","ENSG00000139514",17.4757462839171,1.30387201398518,0.266937092178172,4.88456663457953,1.03656584010695e-06,8.5463250579952e-05,FALSE,FALSE,FALSE,FALSE,FALSE,0
"GPC6","ENSG00000183098",256.364490166309,1.14439060472015,0.236301499923822,4.84292569064976,1.27941146135553e-06,0.000103354476385766,FALSE,FALSE,FALSE,FALSE,FALSE,0
"GCNT1","ENSG00000187210",26.4375085822774,1.09506850405132,0.22739558858606,4.81569810065544,1.46686156685082e-06,0.000116728610755119,FALSE,FALSE,FALSE,FALSE,FALSE,0
"DBN1","ENSG00000113758",14.3982613378969,1.00351026377265,0.210404030805519,4.76944410204868,1.84734994006146e-06,0.000141379723881737,FALSE,FALSE,FALSE,FALSE,FALSE,0
"NFATC1","ENSG00000131196",42.120121817015,1.05452880947626,0.221224303456554,4.76678553395632,1.87188379049041e-06,0.000141899437103764,FALSE,FALSE,FALSE,FALSE,FALSE,0
"RAB31","ENSG00000168461",71.7960015493131,0.68917531711941,0.144559794942409,4.76740657659324,1.86612480336234e-06,0.000141899437103764,FALSE,FALSE,FALSE,FALSE,FALSE,0
"SERTAD4","ENSG00000082497",13.235441778262,-1.13805845812459,0.240544578672364,-4.73117483838491,2.23224154993397e-06,0.000164537804567714,FALSE,FALSE,FALSE,FALSE,FALSE,0
"PAPSS2","ENSG00000198682",53.6484833747049,0.640091798472344,0.135338710642134,4.72955443003214,2.2501312466525e-06,0.000165095638945903,FALSE,FALSE,FALSE,FALSE,FALSE,0
"CYP27A1","ENSG00000135929",52.3830581941247,-0.631191117916055,0.133772649127816,-4.71838692013171,2.37722044118175e-06,0.0001705096007027,FALSE,FALSE,FALSE,FALSE,FALSE,0
"MICALL2","ENSG00000164877",44.0030208186446,0.791402271267303,0.168038432580003,4.7096504003066,2.48142049570611e-06,0.00017484722832079,FALSE,FALSE,FALSE,FALSE,FALSE,0
"LOC112268136","ENSG00000259072",16.4531498082234,-1.7456603154809,0.370590892484015,-4.71047818736183,2.47136250265563e-06,0.00017484722832079,FALSE,FALSE,FALSE,FALSE,FALSE,0
NA,"ENSG00000233928",43.9836586872213,-1.72251472271651,0.365739162052453,-4.70968083661075,2.48104998579365e-06,0.00017484722832079,FALSE,FALSE,FALSE,FALSE,FALSE,0
"UBASH3B","ENSG00000154127",28.294474025145,1.15524955837057,0.246208060879602,4.69216789346102,2.70325136544379e-06,0.000188814434892023,FALSE,FALSE,FALSE,FALSE,FALSE,0
"RUNX1","ENSG00000159216",159.394478623965,1.03087502945371,0.219848127814912,4.68903255942938,2.74499714187907e-06,0.000190896649062416,FALSE,FALSE,FALSE,FALSE,FALSE,0
"FMO2","ENSG00000094963",100.83118396687,-0.759960823826744,0.162856712912007,-4.66643843067959,3.06465419502604e-06,0.000208050162376205,FALSE,FALSE,FALSE,FALSE,FALSE,0
"NRCAM","ENSG00000091129",6.30820754015466,1.97993327090626,0.424351413421738,4.66578691217536,3.07438178680822e-06,0.000208050162376205,FALSE,FALSE,FALSE,FALSE,FALSE,0
"KCNS3","ENSG00000170745",41.2382945643793,-1.01839439080737,0.218134255769682,-4.66865869926749,3.03172542166932e-06,0.000208050162376205,FALSE,FALSE,FALSE,FALSE,FALSE,0
NA,"ENSG00000270069",12.6061455223806,1.1756751810966,0.252150199216601,4.66259866043839,3.12241311859614e-06,0.000209844528705652,FALSE,FALSE,FALSE,FALSE,FALSE,0
"GPC4","ENSG00000076716",15.0449793397683,-0.766795961906366,0.165922137116954,-4.62142047607469,3.81121426902994e-06,0.000254001550971391,FALSE,FALSE,FALSE,FALSE,FALSE,0
"LINC01748","ENSG00000226476",8.61458714611104,-1.52411104080576,0.332057378933332,-4.58990264183153,4.43452799707686e-06,0.000288334452492863,FALSE,FALSE,FALSE,FALSE,FALSE,0
"PRRX2","ENSG00000167157",12.5982056972542,1.17056786254742,0.255018435052465,4.59013036569923,4.42969255766772e-06,0.000288334452492863,FALSE,FALSE,FALSE,FALSE,FALSE,0
"CYSLTR2","ENSG00000152207",38.6521324544853,-1.83435272213579,0.399810469988189,-4.58805574098641,4.47393194695896e-06,0.00028855057053068,FALSE,FALSE,FALSE,FALSE,FALSE,0
"IL1R1","ENSG00000115594",96.7612950668302,0.50300694709135,0.109656313599125,4.58712253386716,4.49396943208825e-06,0.000288678879784143,FALSE,FALSE,FALSE,FALSE,FALSE,0
"MYO9B","ENSG00000099331",118.310944740596,0.57305167714012,0.125208400181607,4.57678299785753,4.72180807834978e-06,0.000300897690092449,FALSE,FALSE,FALSE,FALSE,FALSE,0
NA,"ENSG00000257022",10.2644077122067,-1.6022301693047,0.350816710683639,-4.56714324178692,4.94416162885701e-06,0.000313816925609396,FALSE,FALSE,FALSE,FALSE,FALSE,0
"PIP5K1C","ENSG00000186111",36.2562824769791,0.583714503134458,0.127946315867388,4.56218296851515,5.06245003276198e-06,0.000320054894363747,FALSE,FALSE,FALSE,FALSE,FALSE,0
"UGCG","ENSG00000148154",54.5522665352233,0.540966724973979,0.119565683177675,4.52443134682801,6.05581058377891e-06,0.000372548808798245,FALSE,FALSE,FALSE,FALSE,FALSE,0
"SLC20A1","ENSG00000144136",83.6902199784258,1.14788250663751,0.253669625047799,4.5251082246099,6.03646074245999e-06,0.000372548808798245,FALSE,FALSE,FALSE,FALSE,FALSE,0
"NFATC2","ENSG00000101096",55.9514293830964,1.74055937980803,0.384992173919598,4.52102535510639,6.15408157633295e-06,0.000372858086414566,FALSE,FALSE,FALSE,FALSE,FALSE,0
"ZNF483","ENSG00000173258",25.1036570855693,-0.708208246276425,0.156644766110125,-4.52111017726912,6.1516158315119e-06,0.000372858086414566,FALSE,FALSE,FALSE,FALSE,FALSE,0
"MIR34AHG","ENSG00000228526",70.0437562573158,0.525789576712918,0.116281729686325,4.52168692477534,6.13487507358531e-06,0.000372858086414566,FALSE,FALSE,FALSE,FALSE,FALSE,0
"LINC01426","ENSG00000234380",13.8152950369244,0.862800174607058,0.191526805032635,4.50485337788642,6.64187856667503e-06,0.000400893764807423,FALSE,FALSE,FALSE,FALSE,FALSE,0
"SAMD11","ENSG00000187634",16.1588022687451,1.28826566924664,0.286345107842781,4.49899660920335,6.82749464606013e-06,0.000409010400238696,FALSE,FALSE,FALSE,FALSE,FALSE,0
"RMST","ENSG00000255794",49.2271765972635,-0.87737953470241,0.195137097727756,-4.49622109234443,6.91718109397243e-06,0.000411302273598844,FALSE,FALSE,FALSE,FALSE,FALSE,0
"LOC101927293","ENSG00000225096",99.2263717712373,-0.625882058450821,0.140187980783757,-4.46459143609651,8.02216843605605e-06,0.000464907913531582,FALSE,FALSE,FALSE,FALSE,FALSE,0
"ABO","ENSG00000175164",13.0581891342475,-0.953772539088355,0.213844479158269,-4.46012234144448,8.19128805896344e-06,0.000467927330368286,FALSE,FALSE,FALSE,FALSE,FALSE,0
"IGDCC4","ENSG00000103742",15.9585917560083,0.891645989121501,0.199913408248795,4.46016101137067,8.18981020023144e-06,0.000467927330368286,FALSE,FALSE,FALSE,FALSE,FALSE,0
"CHST9","ENSG00000154080",31.1699814796166,-1.15586867137732,0.259357124801871,-4.45666828031162,8.32432607124202e-06,0.000472154594005376,FALSE,FALSE,FALSE,FALSE,FALSE,0
NA,"ENSG00000223884",2.68765657659547,-2.60224291789462,0.584152030233656,-4.45473572496829,8.39965958535187e-06,0.00047433034395073,FALSE,FALSE,FALSE,FALSE,FALSE,0
"GPR176","ENSG00000166073",13.2551407356226,1.57362002246422,0.353484335849085,4.45173905283332,8.51776375339247e-06,0.000478040811352675,FALSE,FALSE,FALSE,FALSE,FALSE,0
"TNFSF14","ENSG00000125735",6.35975623844998,1.65630505842542,0.372876471507495,4.44196720626856,8.9140148037578e-06,0.000493221903532897,FALSE,FALSE,FALSE,FALSE,FALSE,0
"DOT1L","ENSG00000104885",30.2491427221234,0.84760470770385,0.190846846307337,4.44128223286898,8.94244151450703e-06,0.000493221903532897,FALSE,FALSE,FALSE,FALSE,FALSE,0
"NIBAN2","ENSG00000136830",30.5461019969793,0.657654663854736,0.148378932162926,4.4322644344994,9.32485556732139e-06,0.000507316546936414,FALSE,FALSE,FALSE,FALSE,FALSE,0
"MEGF6","ENSG00000162591",16.6238826359583,2.44390680327381,0.551987513611151,4.42746754774497,9.53459119584378e-06,0.000515222250599734,FALSE,FALSE,FALSE,FALSE,FALSE,0
"SBNO2","ENSG00000064932",35.8886283661734,0.575709632277505,0.130154740816134,4.4232705521714,9.72178718912787e-06,0.000521812033859397,FALSE,FALSE,FALSE,FALSE,FALSE,0
"PRANCR","ENSG00000257815",89.1637282976328,-0.506835360648126,0.114626784432463,-4.42161370187219,9.79664889835039e-06,0.000524071568993694,FALSE,FALSE,FALSE,FALSE,FALSE,0
"JAK3","ENSG00000105639",15.0245520154005,1.31030826406613,0.297151869762399,4.40955752731372,1.03582040594385e-05,0.000548607529571915,FALSE,FALSE,FALSE,FALSE,FALSE,0
"METTL4","ENSG00000101574",22.0787822020302,-0.61508664454029,0.140013794333041,-4.39304318171127,1.11774914983989e-05,0.000590046127118451,FALSE,FALSE,FALSE,FALSE,FALSE,0
"ARFGAP1","ENSG00000101199",32.4145958635323,1.08925308803064,0.248354208135389,4.3858853699666,1.15514946406112e-05,0.000607783410449264,FALSE,FALSE,FALSE,FALSE,FALSE,0
"SNCAIP","ENSG00000064692",24.2638962139846,0.74700291791379,0.170509017271481,4.38101708559159,1.18126607005071e-05,0.000615819326669483,FALSE,FALSE,FALSE,FALSE,FALSE,0
"NR1D2","ENSG00000174738",38.8956510993047,-0.597313954071439,0.136345443646,-4.38088679825834,1.18197269951567e-05,0.000615819326669483,FALSE,FALSE,FALSE,FALSE,FALSE,0
